transaction_id,item_id,timestamp,location,platform,quantity,price
2020-01-20_USA_iHerb,Zinc,2020-01-20,USA,iHerb,147,10.16
2020-01-20_UK_Walmart,Collagen Peptides,2020-01-20,UK,Walmart,161,39.41
2020-01-20_Canada_Amazon,Magnesium,2020-01-20,Canada,Amazon,126,38.07
2020-01-20_Canada_iHerb,Ashwagandha,2020-01-20,Canada,iHerb,156,23.49
2020-01-20_Canada_iHerb,Melatonin,2020-01-20,Canada,iHerb,128,26.71
2020-01-20_Canada_Amazon,Biotin,2020-01-20,Canada,Amazon,161,32.01
2020-01-20_UK_Walmart,Green Tea Extract,2020-01-20,UK,Walmart,148,21.03
2020-01-20_UK_iHerb,Iron Supplement,2020-01-20,UK,iHerb,155,41.81
2020-01-20_USA_Amazon,Electrolyte Powder,2020-01-20,USA,Amazon,147,29.19
2020-01-27_UK_Amazon,Whey Protein,2020-01-27,UK,Amazon,137,26.73
2020-01-27_UK_iHerb,Vitamin C,2020-01-27,UK,iHerb,163,35.9
2020-01-27_Canada_iHerb,Fish Oil,2020-01-27,Canada,iHerb,141,53.64
2020-01-27_UK_iHerb,Multivitamin,2020-01-27,UK,iHerb,162,34.15
2020-01-27_USA_iHerb,Pre-Workout,2020-01-27,USA,iHerb,158,31.84
2020-01-27_USA_iHerb,BCAA,2020-01-27,USA,iHerb,136,16.77
2020-01-27_USA_Walmart,Creatine,2020-01-27,USA,Walmart,180,12.85
2020-01-27_UK_iHerb,Zinc,2020-01-27,UK,iHerb,140,47.97
2020-01-27_Canada_Walmart,Collagen Peptides,2020-01-27,Canada,Walmart,126,11.68
2020-01-27_USA_Amazon,Magnesium,2020-01-27,USA,Amazon,135,30.55
2020-01-27_Canada_Amazon,Ashwagandha,2020-01-27,Canada,Amazon,174,30.94
2020-01-27_UK_iHerb,Melatonin,2020-01-27,UK,iHerb,156,38.27
2020-01-27_UK_Walmart,Biotin,2020-01-27,UK,Walmart,154,15.7
2020-01-27_UK_iHerb,Green Tea Extract,2020-01-27,UK,iHerb,141,38.06
2020-01-27_USA_iHerb,Iron Supplement,2020-01-27,USA,iHerb,165,13.38
2020-01-27_Canada_Amazon,Electrolyte Powder,2020-01-27,Canada,Amazon,129,34.23
2020-02-03_Canada_iHerb,Whey Protein,2020-02-03,Canada,iHerb,165,33.11
2020-02-03_UK_Amazon,Vitamin C,2020-02-03,UK,Amazon,152,35.63
2020-02-03_UK_Amazon,Fish Oil,2020-02-03,UK,Amazon,138,18.24
2020-02-03_UK_Amazon,Multivitamin,2020-02-03,UK,Amazon,151,53.89
2020-02-03_UK_Amazon,Pre-Workout,2020-02-03,UK,Amazon,140,59.25
2020-02-03_USA_iHerb,BCAA,2020-02-03,USA,iHerb,126,55.46
2020-02-03_Canada_Amazon,Creatine,2020-02-03,Canada,Amazon,132,51.11
2020-02-03_Canada_Amazon,Zinc,2020-02-03,Canada,Amazon,184,36.17
2020-02-03_UK_Amazon,Collagen Peptides,2020-02-03,UK,Amazon,153,49.9
2020-02-03_Canada_Amazon,Magnesium,2020-02-03,Canada,Amazon,151,44.79
2020-02-03_UK_Amazon,Ashwagandha,2020-02-03,UK,Amazon,135,19.21
2020-02-03_Canada_iHerb,Melatonin,2020-02-03,Canada,iHerb,135,40.76
2020-02-03_UK_Amazon,Biotin,2020-02-03,UK,Amazon,162,58.36
2020-02-03_UK_iHerb,Green Tea Extract,2020-02-03,UK,iHerb,156,18.3
2020-02-03_USA_Amazon,Iron Supplement,2020-02-03,USA,Amazon,136,37.99
2020-02-03_Canada_iHerb,Electrolyte Powder,2020-02-03,Canada,iHerb,168,46.57
2020-02-10_UK_iHerb,Whey Protein,2020-02-10,UK,iHerb,163,45.51
2020-02-10_UK_Amazon,Vitamin C,2020-02-10,UK,Amazon,163,27.89
2020-02-10_Canada_Amazon,Fish Oil,2020-02-10,Canada,Amazon,144,45.6
2020-02-10_UK_Walmart,Multivitamin,2020-02-10,UK,Walmart,140,27.4
2020-02-10_USA_iHerb,Pre-Workout,2020-02-10,USA,iHerb,155,27.62
2020-02-10_UK_Amazon,BCAA,2020-02-10,UK,Amazon,134,26.26
2020-02-10_Canada_iHerb,Creatine,2020-02-10,Canada,iHerb,137,21.36
2020-02-10_UK_Amazon,Zinc,2020-02-10,UK,Amazon,155,35.63
2020-02-10_UK_Walmart,Collagen Peptides,2020-02-10,UK,Walmart,155,53.56
2020-02-10_UK_iHerb,Magnesium,2020-02-10,UK,iHerb,156,55.36
2020-02-10_USA_iHerb,Ashwagandha,2020-02-10,USA,iHerb,132,33.02
2020-02-10_Canada_Amazon,Melatonin,2020-02-10,Canada,Amazon,146,15.54
2020-02-10_UK_iHerb,Biotin,2020-02-10,UK,iHerb,142,24.61
2020-02-10_UK_Walmart,Green Tea Extract,2020-02-10,UK,Walmart,162,58.14
2020-02-10_USA_Walmart,Iron Supplement,2020-02-10,USA,Walmart,163,53.64
2020-02-10_USA_Amazon,Electrolyte Powder,2020-02-10,USA,Amazon,151,22.09
2020-02-17_Canada_iHerb,Whey Protein,2020-02-17,Canada,iHerb,143,24.86
2020-02-17_Canada_iHerb,Vitamin C,2020-02-17,Canada,iHerb,165,39.66
2020-02-17_Canada_Walmart,Fish Oil,2020-02-17,Canada,Walmart,129,49.73
2020-02-17_USA_Amazon,Multivitamin,2020-02-17,USA,Amazon,151,51.57
2020-02-17_USA_Walmart,Pre-Workout,2020-02-17,USA,Walmart,131,43.46
2020-02-17_UK_Amazon,BCAA,2020-02-17,UK,Amazon,152,31.52
2020-02-17_UK_Amazon,Creatine,2020-02-17,UK,Amazon,160,54.63
2020-02-17_USA_iHerb,Zinc,2020-02-17,USA,iHerb,155,45.13
2020-02-17_Canada_Walmart,Collagen Peptides,2020-02-17,Canada,Walmart,132,34.38
2020-02-17_USA_Amazon,Magnesium,2020-02-17,USA,Amazon,154,35.31
2020-02-17_USA_iHerb,Ashwagandha,2020-02-17,USA,iHerb,141,33.62
2020-02-17_USA_iHerb,Melatonin,2020-02-17,USA,iHerb,144,19.8
2020-02-17_USA_Walmart,Biotin,2020-02-17,USA,Walmart,139,10.28
2020-02-17_Canada_Amazon,Green Tea Extract,2020-02-17,Canada,Amazon,117,26.94
2020-02-17_UK_Amazon,Iron Supplement,2020-02-17,UK,Amazon,150,56.59
2020-02-17_Canada_Amazon,Electrolyte Powder,2020-02-17,Canada,Amazon,154,27.26
2020-02-24_UK_Walmart,Whey Protein,2020-02-24,UK,Walmart,150,59.64
2020-02-24_UK_iHerb,Vitamin C,2020-02-24,UK,iHerb,146,30.55
2020-02-24_USA_Amazon,Fish Oil,2020-02-24,USA,Amazon,154,51.19
2020-02-24_USA_Walmart,Multivitamin,2020-02-24,USA,Walmart,123,12.98
2020-02-24_Canada_Amazon,Pre-Workout,2020-02-24,Canada,Amazon,133,32.81
2020-02-24_UK_Amazon,BCAA,2020-02-24,UK,Amazon,147,13.55
2020-02-24_UK_Amazon,Creatine,2020-02-24,UK,Amazon,175,43.93
2020-02-24_UK_iHerb,Zinc,2020-02-24,UK,iHerb,170,53.68
2020-02-24_Canada_iHerb,Collagen Peptides,2020-02-24,Canada,iHerb,169,36.7
2020-02-24_UK_iHerb,Magnesium,2020-02-24,UK,iHerb,147,34.3
2020-02-24_UK_iHerb,Ashwagandha,2020-02-24,UK,iHerb,133,27.16
2020-02-24_Canada_iHerb,Melatonin,2020-02-24,Canada,iHerb,164,31.5
2020-02-24_USA_iHerb,Biotin,2020-02-24,USA,iHerb,143,32.32
2020-02-24_UK_iHerb,Green Tea Extract,2020-02-24,UK,iHerb,147,39.11
2020-02-24_UK_Amazon,Iron Supplement,2020-02-24,UK,Amazon,158,28.73
2020-02-24_Canada_Amazon,Electrolyte Powder,2020-02-24,Canada,Amazon,135,27.29
2020-03-02_Canada_Amazon,Whey Protein,2020-03-02,Canada,Amazon,155,27.03
2020-03-02_Canada_iHerb,Vitamin C,2020-03-02,Canada,iHerb,143,40.29
2020-03-02_Canada_iHerb,Fish Oil,2020-03-02,Canada,iHerb,157,34.28
2020-03-02_UK_iHerb,Multivitamin,2020-03-02,UK,iHerb,184,11.95
2020-03-02_USA_Walmart,Pre-Workout,2020-03-02,USA,Walmart,136,47.81
2020-03-02_Canada_Amazon,BCAA,2020-03-02,Canada,Amazon,169,57.8
2020-03-02_Canada_iHerb,Creatine,2020-03-02,Canada,iHerb,154,59.2
2020-03-02_UK_Amazon,Zinc,2020-03-02,UK,Amazon,146,27.02
2020-03-02_UK_Amazon,Collagen Peptides,2020-03-02,UK,Amazon,152,48.1
2020-03-02_USA_Amazon,Magnesium,2020-03-02,USA,Amazon,143,19.73
2020-03-02_USA_Amazon,Ashwagandha,2020-03-02,USA,Amazon,152,39.02
2020-03-02_Canada_Amazon,Melatonin,2020-03-02,Canada,Amazon,154,30.09
2020-03-02_UK_Amazon,Biotin,2020-03-02,UK,Amazon,154,41.03
2020-03-02_USA_Walmart,Green Tea Extract,2020-03-02,USA,Walmart,151,58.2
2020-03-02_UK_Amazon,Iron Supplement,2020-03-02,UK,Amazon,151,16.53
2020-03-02_USA_Amazon,Electrolyte Powder,2020-03-02,USA,Amazon,161,53.85
2020-03-09_USA_Walmart,Whey Protein,2020-03-09,USA,Walmart,149,34.17
2020-03-09_Canada_iHerb,Vitamin C,2020-03-09,Canada,iHerb,145,20.16
2020-03-09_UK_Walmart,Fish Oil,2020-03-09,UK,Walmart,150,38.86
2020-03-09_UK_Walmart,Multivitamin,2020-03-09,UK,Walmart,147,48.23
2020-03-09_Canada_Amazon,Pre-Workout,2020-03-09,Canada,Amazon,138,52.7
2020-03-09_Canada_Amazon,BCAA,2020-03-09,Canada,Amazon,168,54.17
2020-03-09_USA_Amazon,Creatine,2020-03-09,USA,Amazon,154,10.96
2020-03-09_USA_iHerb,Zinc,2020-03-09,USA,iHerb,158,16.72
2020-03-09_UK_Amazon,Collagen Peptides,2020-03-09,UK,Amazon,162,20.54
2020-03-09_UK_iHerb,Magnesium,2020-03-09,UK,iHerb,163,10.72
2020-03-09_Canada_iHerb,Ashwagandha,2020-03-09,Canada,iHerb,159,47.67
2020-03-09_UK_Walmart,Melatonin,2020-03-09,UK,Walmart,160,40.68
2020-03-09_USA_Walmart,Biotin,2020-03-09,USA,Walmart,128,30.36
2020-03-09_USA_Amazon,Green Tea Extract,2020-03-09,USA,Amazon,132,57.38
2020-03-09_Canada_iHerb,Iron Supplement,2020-03-09,Canada,iHerb,151,13.84
2020-03-09_Canada_Amazon,Electrolyte Powder,2020-03-09,Canada,Amazon,158,13.65
2020-03-16_Canada_iHerb,Whey Protein,2020-03-16,Canada,iHerb,140,50.17
2020-03-16_Canada_Walmart,Vitamin C,2020-03-16,Canada,Walmart,169,33.82
2020-03-16_Canada_Amazon,Fish Oil,2020-03-16,Canada,Amazon,145,16.15
2020-03-16_UK_Amazon,Multivitamin,2020-03-16,UK,Amazon,148,41.24
2020-03-16_USA_Walmart,Pre-Workout,2020-03-16,USA,Walmart,140,51.13
2020-03-16_UK_Amazon,BCAA,2020-03-16,UK,Amazon,151,48.77
2020-03-16_Canada_Amazon,Creatine,2020-03-16,Canada,Amazon,142,41.48
2020-03-16_USA_Amazon,Zinc,2020-03-16,USA,Amazon,143,35.56
2020-03-16_Canada_iHerb,Collagen Peptides,2020-03-16,Canada,iHerb,158,51.97
2020-03-16_Canada_iHerb,Magnesium,2020-03-16,Canada,iHerb,159,15.09
2020-03-16_Canada_iHerb,Ashwagandha,2020-03-16,Canada,iHerb,164,49.45
2020-03-16_Canada_Amazon,Melatonin,2020-03-16,Canada,Amazon,170,58.2
2020-03-16_UK_iHerb,Biotin,2020-03-16,UK,iHerb,150,41.64
2020-03-16_UK_Walmart,Green Tea Extract,2020-03-16,UK,Walmart,136,43.32
2020-03-16_UK_iHerb,Iron Supplement,2020-03-16,UK,iHerb,178,24.9
2020-03-16_USA_Amazon,Electrolyte Powder,2020-03-16,USA,Amazon,155,28.0
2020-03-23_UK_Walmart,Whey Protein,2020-03-23,UK,Walmart,148,20.44
2020-03-23_Canada_Amazon,Vitamin C,2020-03-23,Canada,Amazon,147,52.52
2020-03-23_Canada_iHerb,Fish Oil,2020-03-23,Canada,iHerb,149,20.79
2020-03-23_Canada_Amazon,Multivitamin,2020-03-23,Canada,Amazon,142,42.58
2020-03-23_Canada_Walmart,Pre-Workout,2020-03-23,Canada,Walmart,155,45.66
2020-03-23_UK_Walmart,BCAA,2020-03-23,UK,Walmart,142,12.9
2020-03-23_UK_iHerb,Creatine,2020-03-23,UK,iHerb,141,10.73
2020-03-23_UK_Amazon,Zinc,2020-03-23,UK,Amazon,147,30.21
2020-03-23_Canada_Amazon,Collagen Peptides,2020-03-23,Canada,Amazon,156,48.7
2020-03-23_UK_iHerb,Magnesium,2020-03-23,UK,iHerb,162,23.28
2020-03-23_USA_Amazon,Ashwagandha,2020-03-23,USA,Amazon,160,27.4
2020-03-23_Canada_iHerb,Melatonin,2020-03-23,Canada,iHerb,143,58.71
2020-03-23_USA_Amazon,Biotin,2020-03-23,USA,Amazon,168,49.02
2020-03-23_Canada_Amazon,Green Tea Extract,2020-03-23,Canada,Amazon,143,21.41
2020-03-23_USA_Amazon,Iron Supplement,2020-03-23,USA,Amazon,159,12.89
2020-03-23_UK_Amazon,Electrolyte Powder,2020-03-23,UK,Amazon,151,13.78
2020-03-30_Canada_iHerb,Whey Protein,2020-03-30,Canada,iHerb,138,41.12
2020-03-30_Canada_Amazon,Vitamin C,2020-03-30,Canada,Amazon,135,41.8
2020-03-30_USA_Amazon,Fish Oil,2020-03-30,USA,Amazon,141,55.87
2020-03-30_UK_Amazon,Multivitamin,2020-03-30,UK,Amazon,168,13.11
2020-03-30_USA_Amazon,Pre-Workout,2020-03-30,USA,Amazon,155,16.71
2020-03-30_UK_Walmart,BCAA,2020-03-30,UK,Walmart,140,43.98
2020-03-30_USA_Amazon,Creatine,2020-03-30,USA,Amazon,162,37.33
2020-03-30_USA_Amazon,Zinc,2020-03-30,USA,Amazon,136,20.46
2020-03-30_Canada_iHerb,Collagen Peptides,2020-03-30,Canada,iHerb,165,58.03
2020-03-30_UK_iHerb,Magnesium,2020-03-30,UK,iHerb,141,39.68
2020-03-30_USA_Walmart,Ashwagandha,2020-03-30,USA,Walmart,160,33.85
2020-03-30_UK_iHerb,Melatonin,2020-03-30,UK,iHerb,155,18.13
2020-03-30_UK_Amazon,Biotin,2020-03-30,UK,Amazon,150,10.45
2020-03-30_USA_iHerb,Green Tea Extract,2020-03-30,USA,iHerb,140,21.1
2020-03-30_UK_iHerb,Iron Supplement,2020-03-30,UK,iHerb,158,31.44
2020-03-30_USA_Amazon,Electrolyte Powder,2020-03-30,USA,Amazon,156,24.44
2020-04-06_UK_iHerb,Whey Protein,2020-04-06,UK,iHerb,160,29.62
2020-04-06_UK_Walmart,Vitamin C,2020-04-06,UK,Walmart,178,27.86
2020-04-06_USA_Amazon,Fish Oil,2020-04-06,USA,Amazon,152,42.83
2020-04-06_USA_Amazon,Multivitamin,2020-04-06,USA,Amazon,171,35.3
2020-04-06_UK_Walmart,Pre-Workout,2020-04-06,UK,Walmart,116,53.34
2020-04-06_USA_Walmart,BCAA,2020-04-06,USA,Walmart,153,39.0
2020-04-06_USA_Walmart,Creatine,2020-04-06,USA,Walmart,142,54.7
2020-04-06_Canada_Amazon,Zinc,2020-04-06,Canada,Amazon,147,33.82
2020-04-06_Canada_iHerb,Collagen Peptides,2020-04-06,Canada,iHerb,153,26.58
2020-04-06_Canada_iHerb,Magnesium,2020-04-06,Canada,iHerb,127,57.04
2020-04-06_Canada_Amazon,Ashwagandha,2020-04-06,Canada,Amazon,162,26.61
2020-04-06_USA_iHerb,Melatonin,2020-04-06,USA,iHerb,156,53.79
2020-04-06_UK_Amazon,Biotin,2020-04-06,UK,Amazon,147,16.39
2020-04-06_UK_Walmart,Green Tea Extract,2020-04-06,UK,Walmart,147,12.73
2020-04-06_USA_Amazon,Iron Supplement,2020-04-06,USA,Amazon,143,21.52
2020-04-06_UK_iHerb,Electrolyte Powder,2020-04-06,UK,iHerb,185,43.15
2020-04-13_Canada_Walmart,Whey Protein,2020-04-13,Canada,Walmart,147,26.26
2020-04-13_USA_Walmart,Vitamin C,2020-04-13,USA,Walmart,137,55.1
2020-04-13_USA_iHerb,Fish Oil,2020-04-13,USA,iHerb,160,39.53
2020-04-13_USA_Amazon,Multivitamin,2020-04-13,USA,Amazon,151,18.37
2020-04-13_USA_Amazon,Pre-Workout,2020-04-13,USA,Amazon,178,23.27
2020-04-13_Canada_iHerb,BCAA,2020-04-13,Canada,iHerb,158,15.13
2020-04-13_UK_Walmart,Creatine,2020-04-13,UK,Walmart,145,51.38
2020-04-13_Canada_Amazon,Zinc,2020-04-13,Canada,Amazon,149,44.73
2020-04-13_USA_Amazon,Collagen Peptides,2020-04-13,USA,Amazon,142,19.76
2020-04-13_UK_iHerb,Magnesium,2020-04-13,UK,iHerb,157,38.1
2020-04-13_Canada_iHerb,Ashwagandha,2020-04-13,Canada,iHerb,146,49.31
2020-04-13_Canada_Walmart,Melatonin,2020-04-13,Canada,Walmart,140,50.86
2020-04-13_UK_Amazon,Biotin,2020-04-13,UK,Amazon,123,45.92
2020-04-13_USA_Amazon,Green Tea Extract,2020-04-13,USA,Amazon,162,29.83
2020-04-13_Canada_Walmart,Iron Supplement,2020-04-13,Canada,Walmart,136,24.5
2020-04-13_USA_Walmart,Electrolyte Powder,2020-04-13,USA,Walmart,162,41.24
2020-04-20_USA_Walmart,Whey Protein,2020-04-20,USA,Walmart,169,43.7
2020-04-20_Canada_iHerb,Vitamin C,2020-04-20,Canada,iHerb,142,27.65
2020-04-20_UK_iHerb,Fish Oil,2020-04-20,UK,iHerb,159,13.42
2020-04-20_USA_Amazon,Multivitamin,2020-04-20,USA,Amazon,148,26.62
2020-04-20_USA_Walmart,Pre-Workout,2020-04-20,USA,Walmart,176,43.57
2020-04-20_USA_iHerb,BCAA,2020-04-20,USA,iHerb,147,15.07
2020-04-20_Canada_Walmart,Creatine,2020-04-20,Canada,Walmart,148,13.38
2020-04-20_USA_iHerb,Zinc,2020-04-20,USA,iHerb,188,30.18
2020-04-20_USA_iHerb,Collagen Peptides,2020-04-20,USA,iHerb,147,29.88
2020-04-20_USA_Amazon,Magnesium,2020-04-20,USA,Amazon,149,24.37
2020-04-20_Canada_Amazon,Ashwagandha,2020-04-20,Canada,Amazon,154,13.78
2020-04-20_USA_Amazon,Melatonin,2020-04-20,USA,Amazon,130,41.18
2020-04-20_UK_Amazon,Biotin,2020-04-20,UK,Amazon,141,45.33
2020-04-20_UK_Amazon,Green Tea Extract,2020-04-20,UK,Amazon,141,53.3
2020-04-20_USA_iHerb,Iron Supplement,2020-04-20,USA,iHerb,159,20.13
2020-04-20_UK_Amazon,Electrolyte Powder,2020-04-20,UK,Amazon,157,10.77
2020-04-27_USA_Amazon,Whey Protein,2020-04-27,USA,Amazon,148,29.95
2020-04-27_USA_iHerb,Vitamin C,2020-04-27,USA,iHerb,131,31.68
2020-04-27_Canada_iHerb,Fish Oil,2020-04-27,Canada,iHerb,170,22.94
2020-04-27_USA_Walmart,Multivitamin,2020-04-27,USA,Walmart,154,22.1
2020-04-27_UK_Walmart,Pre-Workout,2020-04-27,UK,Walmart,138,46.94
2020-04-27_USA_Walmart,BCAA,2020-04-27,USA,Walmart,139,22.38
2020-04-27_Canada_Amazon,Creatine,2020-04-27,Canada,Amazon,159,43.64
2020-04-27_USA_iHerb,Zinc,2020-04-27,USA,iHerb,164,51.15
2020-04-27_UK_iHerb,Collagen Peptides,2020-04-27,UK,iHerb,138,47.14
2020-04-27_Canada_Walmart,Magnesium,2020-04-27,Canada,Walmart,127,56.04
2020-04-27_UK_Walmart,Ashwagandha,2020-04-27,UK,Walmart,141,54.77
2020-04-27_Canada_Walmart,Melatonin,2020-04-27,Canada,Walmart,148,22.42
2020-04-27_UK_Walmart,Biotin,2020-04-27,UK,Walmart,148,56.81
2020-04-27_Canada_iHerb,Green Tea Extract,2020-04-27,Canada,iHerb,142,11.1
2020-04-27_Canada_Walmart,Iron Supplement,2020-04-27,Canada,Walmart,124,56.36
2020-04-27_Canada_iHerb,Electrolyte Powder,2020-04-27,Canada,iHerb,147,23.01
2020-05-04_Canada_iHerb,Whey Protein,2020-05-04,Canada,iHerb,127,43.21
2020-05-04_UK_iHerb,Vitamin C,2020-05-04,UK,iHerb,157,24.46
2020-05-04_Canada_iHerb,Fish Oil,2020-05-04,Canada,iHerb,150,27.84
2020-05-04_UK_Walmart,Multivitamin,2020-05-04,UK,Walmart,161,55.69
2020-05-04_Canada_iHerb,Pre-Workout,2020-05-04,Canada,iHerb,145,57.06
2020-05-04_Canada_iHerb,BCAA,2020-05-04,Canada,iHerb,146,35.16
2020-05-04_Canada_Amazon,Creatine,2020-05-04,Canada,Amazon,156,52.94
2020-05-04_Canada_iHerb,Zinc,2020-05-04,Canada,iHerb,154,43.68
2020-05-04_UK_iHerb,Collagen Peptides,2020-05-04,UK,iHerb,140,18.26
2020-05-04_UK_iHerb,Magnesium,2020-05-04,UK,iHerb,159,18.07
2020-05-04_UK_Walmart,Ashwagandha,2020-05-04,UK,Walmart,140,15.27
2020-05-04_Canada_iHerb,Melatonin,2020-05-04,Canada,iHerb,154,12.89
2020-05-04_USA_Amazon,Biotin,2020-05-04,USA,Amazon,154,30.79
2020-05-04_USA_iHerb,Green Tea Extract,2020-05-04,USA,iHerb,157,18.58
2020-05-04_USA_iHerb,Iron Supplement,2020-05-04,USA,iHerb,166,36.63
2020-05-04_USA_Amazon,Electrolyte Powder,2020-05-04,USA,Amazon,133,17.14
2020-05-11_Canada_iHerb,Whey Protein,2020-05-11,Canada,iHerb,146,20.22
2020-05-11_USA_Amazon,Vitamin C,2020-05-11,USA,Amazon,127,38.03
2020-05-11_UK_iHerb,Fish Oil,2020-05-11,UK,iHerb,141,46.17
2020-05-11_Canada_Amazon,Multivitamin,2020-05-11,Canada,Amazon,163,34.25
2020-05-11_Canada_Amazon,Pre-Workout,2020-05-11,Canada,Amazon,148,52.75
2020-05-11_USA_Walmart,BCAA,2020-05-11,USA,Walmart,128,50.18
2020-05-11_Canada_iHerb,Creatine,2020-05-11,Canada,iHerb,127,29.47
2020-05-11_USA_Walmart,Zinc,2020-05-11,USA,Walmart,127,13.71
2020-05-11_Canada_iHerb,Collagen Peptides,2020-05-11,Canada,iHerb,152,21.01
2020-05-11_USA_iHerb,Magnesium,2020-05-11,USA,iHerb,127,33.21
2020-05-11_Canada_Amazon,Ashwagandha,2020-05-11,Canada,Amazon,158,20.88
2020-05-11_Canada_iHerb,Melatonin,2020-05-11,Canada,iHerb,160,13.32
2020-05-11_Canada_Walmart,Biotin,2020-05-11,Canada,Walmart,161,50.15
2020-05-11_Canada_iHerb,Green Tea Extract,2020-05-11,Canada,iHerb,156,47.11
2020-05-11_USA_Walmart,Iron Supplement,2020-05-11,USA,Walmart,168,55.41
2020-05-11_UK_iHerb,Electrolyte Powder,2020-05-11,UK,iHerb,156,38.94
2020-05-18_USA_iHerb,Whey Protein,2020-05-18,USA,iHerb,149,23.55
2020-05-18_USA_iHerb,Vitamin C,2020-05-18,USA,iHerb,140,31.24
2020-05-18_Canada_Amazon,Fish Oil,2020-05-18,Canada,Amazon,138,44.81
2020-05-18_Canada_iHerb,Multivitamin,2020-05-18,Canada,iHerb,156,23.6
2020-05-18_Canada_iHerb,Pre-Workout,2020-05-18,Canada,iHerb,175,26.23
2020-05-18_UK_Amazon,BCAA,2020-05-18,UK,Amazon,157,39.77
2020-05-18_Canada_Walmart,Creatine,2020-05-18,Canada,Walmart,162,48.04
2020-05-18_Canada_Amazon,Zinc,2020-05-18,Canada,Amazon,157,31.62
2020-05-18_UK_iHerb,Collagen Peptides,2020-05-18,UK,iHerb,140,11.95
2020-05-18_Canada_iHerb,Magnesium,2020-05-18,Canada,iHerb,168,26.26
2020-05-18_Canada_Walmart,Ashwagandha,2020-05-18,Canada,Walmart,163,22.45
2020-05-18_USA_Amazon,Melatonin,2020-05-18,USA,Amazon,144,50.33
2020-05-18_UK_iHerb,Biotin,2020-05-18,UK,iHerb,140,30.56
2020-05-18_UK_Walmart,Green Tea Extract,2020-05-18,UK,Walmart,145,38.31
2020-05-18_Canada_Amazon,Iron Supplement,2020-05-18,Canada,Amazon,140,48.22
